reviewerName,stars,reviewLink,reviewMeta,body
Usman Aslam,3.0,https://www.amazon.com//gp/customer-reviews/R1S3CUQM9QYGOM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 1 2024,"UPDATE March 25
---------------------

Since writing this body I have been contacted by Sony and they have agreed that it was a manufacturing issue and have offered to replace the Headphones with a brand new pair.

======================

The sound quality is awesome, I cannot fault a thing. Noise cancellation is very effective. Flying with these headphones is the best experience ever. You can enjoy a movie as if watching in your living room without any noise.

I paid around $430 for these headphones 5 months ago. One day they just fell apart. One of the earpads detached from the headband during normal use. It looks it it was attached with glue and glue did not hold anymore. A picture of the damage is attached.

I contacted Sony and they refused to accept it as a quality issue. They term it as accidental damage and maintain that it is not cover under warranty. They just gave me the phone number of their contractor in Salt Lake City (I live in LA). Other than providing the phone number they could not help at all. They did not want to even listen to my argument that it was not an accidental damage but one of the joints (held with glue) just came off, so it was a manufacturing issue.

The contractor told me to ship the headphones to them at my own expense and they would charge me $90.00 just to tell me how much it would cost to repair, and then they would ship it back to me at my own expense.

I have decided to write off the loss and buy Apple Air Pods Pro. Top-notch customer service is guaranteed with Apple products, and you have Apple Stores to go to if you have an issue."
Kristoffer,5.0,https://www.amazon.com//gp/customer-reviews/R1U987ULJODLUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 22 2024,"These headphones are beautiful and the sound quality is amazing. After I received these headphones, I switched from Spotify to Amazon Music Unlimited, with ultra HD quality, and it's like I am hearing all my favorite music for the first time. The noise cancelling is mind-blowing. Definitely exceeded my expectations."
Amazon Customer,Verified,https://www.amazon.com/null,Reviewed in Australia on March 14 2024,Not best for small ears but good overall
linkx,Verified,https://www.amazon.com/null,Reviewed in Australia on December 3 2022,Amazing headphones. Worth it at full price. Must get on sale
arabella,Verified,https://www.amazon.com/null,Reviewed in Australia on November 17 2022,"Did a lot of research on the best noise cancelling headphones and settled on these. Could not be happier with this purchase! They are so comfortable to wear, the noise cancelling is excellent, and the sound quality is great too. My partner has a Bose set and tried mine for a day and is buying himself these too."
Cesar Casilimas,Verified,https://www.amazon.com/null,Reviewed in Australia on October 12 2022,Good
Alejandro,4.0,https://www.amazon.com//gp/customer-reviews/RN9B6V26H0LOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 23 2024,The sound quality and battery life are amazing!
Angel,5.0,https://www.amazon.com//gp/customer-reviews/R1SXNMU4GB6MSM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 21 2024,Works good
Justin Humphrey,2.0,https://www.amazon.com//gp/customer-reviews/R36Y6CYQ8QPJ1L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 17 2024,"I have a love-hate relationship with the Sony XM5 headphones. Let me start with the love part – these are hands down my favorite headphones of all time. The sound quality is impeccable, offering rich, immersive audio that enhances every listening experience. From deep bass to crisp highs, they deliver an audio performance that never fails to impress.

However, there's a glaring issue that has left me feeling disappointed – the hinges. I've gone through two different pairs of these headphones, and both times the hinges have proven to be their Achilles' heel. Despite being meticulous with their care, the frail plastic hinges simply couldn't withstand even the slightest pressure.

After the hinges on my second pair gave in, I resorted to using gorilla glue in an attempt to salvage them. Unfortunately, this makeshift repair didn't last long, as they broke again, exacerbating the damage. Determined not to give up, I purchased an aftermarket hinge to perform my own repair. Yet, even with careful handling, one of the connector pieces snapped during the installation process, rendering the headphones unusable.

Given the premium price tag of these headphones, it's disheartening to see such fragility in a crucial component. If you decide to invest in these headphones, I urge you to handle them with extreme care and always store them in the case when not in use. Until Sony addresses this design flaw, I can't fully endorse these otherwise outstanding headphones."
lance Barton,5.0,https://www.amazon.com//gp/customer-reviews/R1PY8CA2155XM9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 3 2024,They are very comfortable. The noise canceling is incredible. They sound great and the battery life is very good!
Alexis B,4.0,https://www.amazon.com//gp/customer-reviews/R24CEASQHI4ZH6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CFSD4TSQ,Reviewed in the United States on March 12 2024,"It’s good for the most part, was hoping for better noise cancellation, but it’s not much on that. Good for calls to where the other person doesn’t hear anything though."
Tonatiuh,Verified,https://www.amazon.com/null,Reviewed in Mexico on November 24 2023,"Están súper cómodos, y les dura un montón la batería"
Marty,5.0,https://www.amazon.com//gp/customer-reviews/R2CDSLN4B035D7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 26 2024,These headphones have an excellent sound which is well balanced. The medicine Highs are crisp the base is punchy but not overly distorted. The battery seems to last quite a long time. The only thing that I didn't like is a fact that if your battery dies and you have to put it on the charger the USB does not seem to work anymore. You have to hardwire them to your device.
Cristie,5.0,https://www.amazon.com//gp/customer-reviews/R2EHWH47R7TE9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 24 2024,I was actually a bit worried to buy refurbished item but this one is clean and works very well.
shelly hunter,5.0,https://www.amazon.com//gp/customer-reviews/R1S797ROFWHVYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 22 2024,I've went through many headphones over the year last pair was the Sony CH720 believe ok sound but wasn't loud enough bought the XM5 the sound is unbelievable the sound is so rich you can hear every high and low you can create your own equalizer super easy to set up easy connecting to Bluetooth also honestly the best earphones I've ever had
Deneen Robinson,5.0,https://www.amazon.com//gp/customer-reviews/R1Y87ZPFCKWOWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 21 2024,""
Justin Humphrey,2.0,https://www.amazon.com//gp/customer-reviews/R36Y6CYQ8QPJ1L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 17 2024,"I have a love-hate relationship with the Sony XM5 headphones. Let me start with the love part – these are hands down my favorite headphones of all time. The sound quality is impeccable, offering rich, immersive audio that enhances every listening experience. From deep bass to crisp highs, they deliver an audio performance that never fails to impress.

However, there's a glaring issue that has left me feeling disappointed – the hinges. I've gone through two different pairs of these headphones, and both times the hinges have proven to be their Achilles' heel. Despite being meticulous with their care, the frail plastic hinges simply couldn't withstand even the slightest pressure.

After the hinges on my second pair gave in, I resorted to using gorilla glue in an attempt to salvage them. Unfortunately, this makeshift repair didn't last long, as they broke again, exacerbating the damage. Determined not to give up, I purchased an aftermarket hinge to perform my own repair. Yet, even with careful handling, one of the connector pieces snapped during the installation process, rendering the headphones unusable.

Given the premium price tag of these headphones, it's disheartening to see such fragility in a crucial component. If you decide to invest in these headphones, I urge you to handle them with extreme care and always store them in the case when not in use. Until Sony addresses this design flaw, I can't fully endorse these otherwise outstanding headphones."
Jeff,5.0,https://www.amazon.com//gp/customer-reviews/RXOUZAYSUUNYR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 17 2024,They work well
Amazon Customer,1.0,https://www.amazon.com//gp/customer-reviews/R2QWY0BN3EUZWX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 14 2024,Rude Amazon driver
Amazon Customer,4.0,https://www.amazon.com//gp/customer-reviews/R156H12SP8S1T6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 13 2024,great headphones- did not come with charging cord as advertised
Nathan W.,1.0,https://www.amazon.com//gp/customer-reviews/R29AEU9SPG8JEK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 6 2024,"There's a lot to like about these headphones: light, good ANC controls, good app, good sound if you find the right EQ settings and lots of features.

But there are a lot of cons to them as well: bluetooth does not auto connect well and I have to constantly reconnect my devises, volume do not sync well or even at all with some devises and can suddenly jump to dangerously high levels without notice, which can cause hearing damage, and the ear cups are very shallow and get hot quickly.

That adds up to a lot of flaws for one of the most expensive headphones on the market. I tried these next to the Bose 700 and like the Bose better overall. They don't nearly have as many features, but they stay connected to multiple devises without any hassle, the sound is superior and the volume is consistent."
Amazon Customer,1.0,https://www.amazon.com//gp/customer-reviews/R3LGGA4YKGRPO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 3 2024,"These headphones sound excellent and have a great feature set but just aren't reliable given the high price. I only had these headphones for less than two years and suddenly the right ear cup died completely, no sound or noise cancellation. I took great care of these headphones, only wearing them at home and expected them to last a lot longer than this. I've had tons of other headphones that have started falling apart long before the sound stopped working, so this is shocking and disappointing. With a warranty of only 1-year, I can't even get them replaceed. I contacted Sony but they don't want to do anything about it. Watch out for this product."
Jeremy C,5.0,https://www.amazon.com//gp/customer-reviews/RA8MOYY5LS2L3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 17 2024,"These headphones to everything I want them to do. They sound great, have great battery life, and easy to use touch controls.

The noise cancellation could be slightly better, but nothing is perfect. Down the road, I also worry a bit about the matte rubberized coating coming off like it tends to do on plastic products over time, but for now, these are great.

The included case is a bonus. Makes them far less prone to damage when travelling."
